state,longitude,latitude,risk,pixel_area_sqkm
Tripura,91.66184,24.20825,0.03265406,0.009079983
Tripura,91.66274,24.20825,0.03265406,0.009079983
Tripura,91.66274,24.185791,0.04337581,0.009081548
Tripura,91.66724,24.183994,0.033327512,0.009081673
Tripura,91.66095,24.177706,0.038079064,0.009082111
Tripura,91.66364,24.17142,0.04933251,0.009082547
Tripura,91.66454,24.17142,0.6089731,0.009082547
Tripura,91.66724,24.17142,0.6089731,0.009082547
Tripura,91.66364,24.17052,0.04933251,0.009082611
Tripura,91.66454,24.17052,0.6089731,0.009082611
Tripura,91.665436,24.17052,0.6089731,0.009082611
Tripura,91.66724,24.17052,0.6089731,0.009082611
Tripura,91.66814,24.17052,0.6089731,0.009082611
Tripura,91.666336,24.169622,0.6089731,0.009082673
Tripura,91.66724,24.169622,0.6089731,0.009082673
Tripura,91.66903,24.169622,0.6089731,0.009082673
Tripura,91.66993,24.169622,0.6089731,0.009082673
Tripura,91.66274,24.168724,0.04933251,0.0090827355
Tripura,91.67352,24.167826,0.039617717,0.009082798
Tripura,91.67442,24.167826,0.039617717,0.009082798
Tripura,91.67981,24.16513,0.039617717,0.009082985
Tripura,91.67981,24.162436,0.044733066,0.009083172
Tripura,91.67981,24.161537,0.044733066,0.009083235
Tripura,91.66364,24.160639,0.04933251,0.009083297
Tripura,91.66454,24.160639,0.044733066,0.009083297
Tripura,91.666336,24.160639,0.044733066,0.009083297
Tripura,91.66903,24.160639,0.044733066,0.009083297
Tripura,91.66454,24.15974,0.044733066,0.0090833595
Tripura,91.67083,24.158842,0.044733066,0.009083422
Tripura,91.68071,24.158842,0.044733066,0.009083422
Tripura,91.655556,24.157944,0.04933251,0.009083484
Tripura,91.65825,24.157944,0.04933251,0.009083484
Tripura,91.665436,24.157944,0.044733066,0.009083484
Tripura,91.676216,24.157944,0.044733066,0.009083484
Tripura,91.68161,24.157944,0.044733066,0.009083484
Tripura,91.65825,24.157045,0.04933251,0.009083547
Tripura,91.67802,24.157045,0.044733066,0.009083547
Tripura,91.67892,24.157045,0.044733066,0.009083547
Tripura,91.68161,24.156147,0.044733066,0.009083609
Tripura,91.676216,24.155249,0.04404944,0.0090836715
Tripura,91.67892,24.153452,0.04404944,0.009083797
Tripura,91.6879,24.152554,0.04404944,0.00908386
Tripura,91.6897,24.152554,0.04404944,0.00908386
Tripura,91.69418,24.149858,0.059163302,0.009084047
Tripura,91.66005,24.14896,0.61087555,0.009084109
Tripura,91.66005,24.148062,0.61087555,0.009084172
Tripura,91.66095,24.147163,0.61087555,0.009084234
Tripura,91.655556,24.144468,0.035378966,0.009084421
Tripura,91.687,24.144468,0.033731848,0.009084421
Tripura,91.69328,24.144468,0.6104812,0.009084421
Tripura,91.69418,24.144468,0.6104812,0.009084421
Tripura,91.66274,24.14357,0.035378966,0.009084484
Tripura,91.6888,24.14357,0.033731848,0.009084484
Tripura,91.6897,24.14357,0.033731848,0.009084484
Tripura,91.69418,24.14357,0.6104812,0.009084484
Tripura,91.63849,24.138182,0.04325149,0.009084858
Tripura,91.64208,24.137283,0.04900119,0.009084921
Tripura,91.69418,24.135487,0.6084465,0.009085045
Tripura,91.68071,24.13369,0.046601463,0.00908517
Tripura,91.68161,24.132792,0.046601463,0.009085232
Tripura,91.68251,24.132792,0.0424579,0.009085232
Tripura,91.6897,24.132792,0.0424579,0.009085232
Tripura,91.68161,24.131893,0.046601463,0.009085295
Tripura,91.6843,24.131893,0.0424579,0.009085295
Tripura,91.6852,24.131893,0.0424579,0.009085295
Tripura,91.69149,24.131893,0.6084465,0.009085295
Tripura,91.67712,24.130995,0.046601463,0.009085357
Tripura,91.68161,24.130995,0.046601463,0.009085357
Tripura,91.69328,24.130995,0.6084465,0.009085357
