system:index,loss_label,past_loss,rainfall_anomaly,rainfall_total,spi,treecover2000,.geo
23,0,1,679.0530784770845,8533.767176687717,0.39312115457895114,86,"{""type"":""Point"",""coordinates"":[93.37934900161851,25.63207235061726]}"
24,0,0,1106.8043295711286,16216.767475720495,0.4368087690310499,25,"{""type"":""Point"",""coordinates"":[76.22081291845767,10.325823238921172]}"
35,0,0,1107.5317558529086,6291.7172168291,0.9764809547689859,43,"{""type"":""Point"",""coordinates"":[84.23766371299003,23.632543580478377]}"
36,1,0,2290.0690244251473,18448.17860222533,0.5526079982907462,76,"{""type"":""Point"",""coordinates"":[90.84672112576925,25.599238442105715]}"
60,0,1,1791.542848476769,18382.037798713893,0.5747188171332714,70,"{""type"":""Point"",""coordinates"":[75.54734908365452,12.541993884313358]}"
66,1,0,1314.036538866907,11424.831910115667,0.6491584853282569,61,"{""type"":""Point"",""coordinates"":[93.69894297930668,27.015746692399443]}"
67,0,1,1453.0283012628552,13145.676927000284,0.6149942765992148,76,"{""type"":""Point"",""coordinates"":[94.66659984522133,26.752616501752716]}"
80,1,0,953.021124903582,8662.964970608828,0.6539829252355087,36,"{""type"":""Point"",""coordinates"":[83.3501315005455,18.891497711471406]}"
107,0,1,189.66096095740795,11157.537363331765,0.07365721772296477,59,"{""type"":""Point"",""coordinates"":[92.77471928151961,25.47562188239258]}"
122,1,0,-16.883807992935544,9991.8507200405,-0.008295968684786388,64,"{""type"":""Point"",""coordinates"":[76.09899132616498,11.751882086873755]}"
126,0,1,442.8558674991127,9322.474823184311,0.21955437583951382,72,"{""type"":""Point"",""coordinates"":[92.8989539065955,25.77206588255878]}"
129,0,1,709.3651871392503,10285.368824311765,0.3859344078201849,60,"{""type"":""Point"",""coordinates"":[92.47113385818032,26.930400782412]}"
144,1,0,220.98038709163666,11993.984252214432,0.10581950371605502,79,"{""type"":""Point"",""coordinates"":[94.9805358796603,28.29264389956281]}"
145,0,1,974.9133174836643,11717.234794437885,0.3945232367870242,69,"{""type"":""Point"",""coordinates"":[92.90134166287429,23.140136441563712]}"
182,0,1,1029.0406270623207,11799.84764842689,0.5010524845828133,88,"{""type"":""Point"",""coordinates"":[95.47064823426005,26.89749068478883]}"
183,0,1,884.9424301502331,7881.998797136946,0.6263372550911642,47,"{""type"":""Point"",""coordinates"":[81.02406946007567,19.122356349743853]}"
185,0,1,2203.949609445268,7095.65674202732,1.0416566302472563,46,"{""type"":""Point"",""coordinates"":[76.98719694407268,32.01890524755893]}"
195,0,1,710.7298359234992,10030.93962499746,0.3347097441358473,35,"{""type"":""Point"",""coordinates"":[74.21114115907756,15.76886468830981]}"
218,0,0,647.094312635325,7708.985130889666,0.46729436590152335,62,"{""type"":""Point"",""coordinates"":[83.5820071187574,20.13718166054963]}"
226,1,0,-718.5543953329325,7098.525408480316,-0.453323252966379,67,"{""type"":""Point"",""coordinates"":[77.17097290332825,10.28700359291651]}"
231,0,0,911.6445402681475,8425.817609377162,0.6351700046466967,56,"{""type"":""Point"",""coordinates"":[80.8998982529113,19.480312219671127]}"
245,0,1,395.60565062002206,10243.188279797556,0.2084702495369411,86,"{""type"":""Point"",""coordinates"":[93.83034384297278,6.882714309204679]}"
256,0,0,116.65404478167693,11037.43558353006,0.046264845553186454,95,"{""type"":""Point"",""coordinates"":[96.30657975829742,27.9391448155745]}"
259,0,1,164.47005217695823,6970.659892760523,0.2121244182705983,67,"{""type"":""Point"",""coordinates"":[78.62478094637596,11.852603207623071]}"
279,0,1,845.3983918888862,14323.818378506045,0.26715077694902334,83,"{""type"":""Point"",""coordinates"":[92.81593793405625,24.315560169382355]}"
297,0,1,1983.4655438728805,15065.287075386404,0.7798037398345814,67,"{""type"":""Point"",""coordinates"":[91.67478895796648,23.95449582679883]}"
298,0,1,907.2594568446275,7963.984164157882,0.5821786557241653,78,"{""type"":""Point"",""coordinates"":[94.25872397850779,24.774692866267348]}"
301,0,0,1800.145809820482,18492.685702425893,0.5139018496206417,39,"{""type"":""Point"",""coordinates"":[74.63044611524684,13.933666359946038]}"
311,0,1,1301.1657148521554,13346.401510601418,0.4687993428556431,83,"{""type"":""Point"",""coordinates"":[92.74046274995236,22.150439428983844]}"
318,0,1,499.85845941386106,12341.72534673017,0.193800900820713,29,"{""type"":""Point"",""coordinates"":[96.30691964129525,27.81444590593527]}"
326,0,0,1090.2518982887268,12039.204605013132,0.5133924833237413,34,"{""type"":""Point"",""coordinates"":[94.93989774846166,26.4503842822979]}"
357,0,1,768.3012403164994,7576.027410377399,0.6023138950777918,30,"{""type"":""Point"",""coordinates"":[81.3754378108147,19.507253581009248]}"
360,1,0,1936.4904428369518,17143.146503091695,0.5114585670901433,48,"{""type"":""Point"",""coordinates"":[90.41064574879046,25.637865937065605]}"
367,0,1,699.6367127940066,9180.68715585582,0.4172653585193034,69,"{""type"":""Point"",""coordinates"":[94.13490429501398,23.918949524985912]}"
373,0,1,1631.9139596745372,8718.522466188297,1.0092546784092817,87,"{""type"":""Point"",""coordinates"":[79.21048283262705,29.451005842464042]}"
383,0,1,579.787452437341,7803.4901431933795,0.41821662806488114,34,"{""type"":""Point"",""coordinates"":[83.77823310187375,20.090362960821434]}"
401,0,1,51.36315365182236,8291.44436109194,0.027993384276771213,28,"{""type"":""Point"",""coordinates"":[74.8482150821792,14.832371021489783]}"
403,0,1,2756.906591302087,9462.70888143024,0.9653837407050886,28,"{""type"":""Point"",""coordinates"":[75.61803302404029,32.63182848719569]}"
417,0,0,709.7512982130047,8871.97529065609,0.4134229477075446,87,"{""type"":""Point"",""coordinates"":[93.90563593092057,25.659246408320964]}"
440,0,1,923.961539071799,14476.240159470588,0.5134653739511781,81,"{""type"":""Point"",""coordinates"":[77.01397473530143,9.238853281798292]}"
453,0,0,693.4518681663285,15448.63674368933,0.20505563578795508,53,"{""type"":""Point"",""coordinates"":[92.29195425377134,24.485297379805534]}"
467,0,1,1389.1495430886753,10800.026830777526,0.7086698515785269,89,"{""type"":""Point"",""coordinates"":[93.61675914630979,26.55103189692318]}"
468,0,0,783.2363839015361,13301.088581411168,0.3707748618206998,26,"{""type"":""Point"",""coordinates"":[76.25885516647526,11.278550413161113]}"
485,1,0,1513.573868340999,7325.2246673041955,0.959777636861807,28,"{""type"":""Point"",""coordinates"":[79.6156731107981,30.147152726654724]}"
