system:index,loss_label,past_loss,rainfall_anomaly,rainfall_total,spi,treecover2000,.geo
5,1,0,659.6682039019579,9121.735027641058,0.3207824376381515,62,"{""type"":""Point"",""coordinates"":[93.57628289521881,24.355782370248]}"
25,0,1,314.1699719190601,7356.563167452812,0.20978493095391354,30,"{""type"":""Point"",""coordinates"":[94.34564908525566,28.341751140821728]}"
39,0,1,6.446476090908618,6796.597885489464,0.0035225175233987707,35,"{""type"":""Point"",""coordinates"":[75.23494765873025,14.150883519029678]}"
42,0,0,1192.4751166045662,16043.330306529999,0.4208191749155451,76,"{""type"":""Point"",""coordinates"":[75.86536062043614,11.581256927805672]}"
46,1,0,443.8625625673685,14739.161770135164,0.13875324948640524,69,"{""type"":""Point"",""coordinates"":[90.00843671158492,26.280746688547605]}"
61,0,0,494.07347079000283,7703.18727196753,0.3585602522333356,42,"{""type"":""Point"",""coordinates"":[83.72215368079983,20.12364839849463]}"
62,0,0,1956.7254545165233,15152.94227719307,0.5978674235474534,75,"{""type"":""Point"",""coordinates"":[92.67049485108113,25.21047007576806]}"
82,0,0,897.8498307326345,8623.013569355011,0.5605389245581359,62,"{""type"":""Point"",""coordinates"":[94.90795803049836,25.764791335215065]}"
85,0,0,147.57978651672602,15493.169836759567,0.0580474419382693,75,"{""type"":""Point"",""coordinates"":[76.73629325622716,9.599140249283515]}"
95,0,0,1996.5686340215416,18308.760517835617,0.5130881199444195,31,"{""type"":""Point"",""coordinates"":[91.38613947558176,25.521458962418986]}"
121,0,1,710.8421152591709,8821.508635044098,0.4492335794382386,85,"{""type"":""Point"",""coordinates"":[93.78195804472276,27.775632972114515]}"
157,1,0,433.29346157328837,7917.363168478012,0.2953510317340806,29,"{""type"":""Point"",""coordinates"":[82.42730598526242,17.77517077559598]}"
166,0,1,-297.4544949360188,13588.34095132351,-0.14493447255320416,33,"{""type"":""Point"",""coordinates"":[76.53087076157658,9.172554296978625]}"
175,0,1,655.8901493337962,7917.089753627777,0.5001167032949847,50,"{""type"":""Point"",""coordinates"":[80.08598415534871,19.69272987211797]}"
205,0,0,549.4175272896882,15508.886469483376,0.221686343731174,50,"{""type"":""Point"",""coordinates"":[76.69544551442242,10.0903623137015]}"
222,0,1,399.16080985186545,7261.433693438768,0.29902184740204485,29,"{""type"":""Point"",""coordinates"":[82.0602445885635,20.10465398439068]}"
230,0,1,1497.4948596595023,16704.150919914246,0.39551270597765187,57,"{""type"":""Point"",""coordinates"":[90.42502779580452,25.62493987042482]}"
257,1,0,664.9958835577236,15103.887700498104,0.2170559713167832,78,"{""type"":""Point"",""coordinates"":[92.18169143766862,23.77426573387044]}"
271,1,0,2169.5785570804037,14010.877139091492,0.7129598462675258,69,"{""type"":""Point"",""coordinates"":[92.56904701941296,25.477759981824438]}"
278,0,0,673.7677148263792,14780.673186838627,0.23105010614248392,80,"{""type"":""Point"",""coordinates"":[92.2100177107113,23.709284507221327]}"
283,0,1,1364.5765934467308,12809.792414665222,0.48509071160341466,83,"{""type"":""Point"",""coordinates"":[93.23291908144287,24.971205917765438]}"
288,0,1,560.6150503944609,12265.09146875143,0.2002536416829638,59,"{""type"":""Point"",""coordinates"":[75.69906881484947,12.979270655109937]}"
290,1,0,2068.9121904203203,15558.929303765297,0.6350508033483939,60,"{""type"":""Point"",""coordinates"":[91.56683810771159,25.607258758467882]}"
291,0,1,798.0832122308293,8890.36903502047,0.3852322771620403,81,"{""type"":""Point"",""coordinates"":[93.22612888547572,23.726395608604435]}"
299,1,0,570.1270819306374,8327.220237255096,0.33046620637829527,87,"{""type"":""Point"",""coordinates"":[97.09689104902606,27.84900747777592]}"
312,0,1,815.9306046858428,8758.445084691048,0.501672131266884,27,"{""type"":""Point"",""coordinates"":[94.80316639882365,25.762456866767558]}"
316,0,1,1370.0028372889847,11138.728170968592,0.7061742816930298,47,"{""type"":""Point"",""coordinates"":[93.89931646370734,6.872247104360109]}"
328,0,1,399.97654334914114,7155.5691193938255,0.29620040627853766,31,"{""type"":""Point"",""coordinates"":[84.14310882347264,18.87378918870969]}"
330,1,0,-176.43115844130443,14449.003299236298,-0.08247893517416582,71,"{""type"":""Point"",""coordinates"":[76.84242312551659,9.200591239070784]}"
347,1,0,852.3519888281826,9324.688459157944,0.4535362777623083,66,"{""type"":""Point"",""coordinates"":[93.68384928174362,25.568380146959996]}"
350,1,0,1419.9352075787265,16154.036936759949,0.4252042344123987,57,"{""type"":""Point"",""coordinates"":[92.73691277536574,24.619048710458618]}"
371,0,0,1164.1495303540978,13548.473737359047,0.3917133157736168,79,"{""type"":""Point"",""coordinates"":[93.13814495261036,24.607742865637917]}"
389,0,0,2355.1032107515002,18330.493649721146,0.6090144268826083,56,"{""type"":""Point"",""coordinates"":[91.24220275479718,25.591168093088395]}"
393,1,0,1604.697476424495,15026.86565476656,0.5583213966170107,84,"{""type"":""Point"",""coordinates"":[92.44809685939329,23.214284941944516]}"
437,0,0,1416.0103305925895,12865.130259171128,0.5079408985253886,80,"{""type"":""Point"",""coordinates"":[92.86039622941699,22.621719872311868]}"
448,0,0,745.8386850580282,7889.76322722435,0.5145320011364055,83,"{""type"":""Point"",""coordinates"":[93.01785589778572,27.29230412454769]}"
459,0,0,219.0376139566306,14054.12433719635,0.0930106046143368,78,"{""type"":""Point"",""coordinates"":[76.85107952385799,9.641658590531094]}"
461,0,1,715.3313781550155,3408.512194752693,1.1920606081569078,29,"{""type"":""Point"",""coordinates"":[93.91308222676288,24.46188948507932]}"
473,0,1,1486.009918195754,17122.814658641815,0.5098567798834751,41,"{""type"":""Point"",""coordinates"":[75.79750351244473,11.500012783898724]}"
475,0,1,2940.712211299501,7787.543475985527,1.445125973138704,55,"{""type"":""Point"",""coordinates"":[75.96184821758516,32.74837924857123]}"
479,0,0,1047.064403094766,9937.290395222604,0.49077490124277423,69,"{""type"":""Point"",""coordinates"":[93.06400325957199,23.491529372772746]}"
493,0,0,395.3061649618958,5885.854024648666,0.5063703341505991,67,"{""type"":""Point"",""coordinates"":[77.12182953157745,11.81310974691199]}"
494,0,0,800.0284039960707,7667.114809080958,0.7014381902834418,29,"{""type"":""Point"",""coordinates"":[80.231471198693,22.351923848428267]}"
497,0,1,395.5338037311958,7175.104068875313,0.30761675320189164,74,"{""type"":""Point"",""coordinates"":[81.40479879759552,17.302085176115487]}"
503,0,1,349.9189942598341,7212.715118169785,0.22015340694642085,56,"{""type"":""Point"",""coordinates"":[97.03464272934687,28.09944800293572]}"
523,1,0,912.8952130072212,10265.188091397285,0.39105875214352437,61,"{""type"":""Point"",""coordinates"":[93.45753556000062,24.77124093090201]}"
525,0,1,524.4253916172784,11112.583151102066,0.24810595032006852,89,"{""type"":""Point"",""coordinates"":[93.68811739079639,27.05059911487403]}"
530,0,1,721.3384226926137,11686.194791421294,0.33221921665454707,33,"{""type"":""Point"",""coordinates"":[75.79908883644758,12.897149014870918]}"
534,1,0,380.31492936611176,5985.463696718216,0.30936068508129433,84,"{""type"":""Point"",""coordinates"":[93.29936550338421,28.140802372751057]}"
537,0,1,1340.1442720562227,15417.92870426178,0.38512054030703313,51,"{""type"":""Point"",""coordinates"":[90.47739661315873,25.75644844650892]}"
554,0,0,529.5031838594714,7905.127059161663,0.37226335098574026,65,"{""type"":""Point"",""coordinates"":[80.86074570212567,19.737552285284842]}"
566,0,1,1010.1869065392293,10325.06904232502,0.5929970800475325,41,"{""type"":""Point"",""coordinates"":[78.66486865052401,22.367089971527456]}"
598,0,1,475.0160539902745,4589.423708677292,0.645290804151337,47,"{""type"":""Point"",""coordinates"":[92.45427403377805,27.326257030150277]}"
623,0,0,419.77462012767865,10170.992240905762,0.3127525619717447,55,"{""type"":""Point"",""coordinates"":[77.10207415591846,8.580726795767463]}"
625,0,0,2105.134162231483,6147.1681743860245,1.1804508752443559,32,"{""type"":""Point"",""coordinates"":[76.86573972815913,30.729308355074444]}"
642,0,0,757.1110244983101,6743.454679101706,0.803585659147649,25,"{""type"":""Point"",""coordinates"":[80.84939800023031,20.672841806078818]}"
646,0,0,305.7153806768365,10602.544373631477,0.21991145316482835,76,"{""type"":""Point"",""coordinates"":[77.06275524932644,8.60603811843182]}"
649,0,1,328.9696048960086,7660.56928563118,0.2522314436975332,29,"{""type"":""Point"",""coordinates"":[76.74287281916688,11.039493284978317]}"
